file:Gomerazoom140.hdf5
init:(3111921, 269613)
goal:(3113041, 292573)
strategy:BFS
maxdepth:10000
[4218][(18383.919,231.065),(3113041,287533),3186,E,64,5040.0,23423.9192]
[4242][(18663.919,231.065),(3113041,287813),4218,E,65,4760.0,23423.9192]
[4250][(18943.919,231.065),(3113041,288093),4242,E,66,4480.0,23423.9192]
[4258][(19223.919,231.065),(3113041,288373),4250,E,67,4200.0,23423.9192]
[4266][(19503.919,231.065),(3113041,288653),4258,E,68,3920.0,23423.9192]
[4274][(19783.919,231.065),(3113041,288933),4266,E,69,3640.0,23423.9192]
[4282][(20063.919,231.065),(3113041,289213),4274,E,70,3360.0,23423.9192]
[4290][(20343.919,231.065),(3113041,289493),4282,E,71,3080.0,23423.9192]
[4298][(20623.919,231.065),(3113041,289773),4290,E,72,2800.0,23423.9192]
[4306][(20903.919,231.065),(3113041,290053),4298,E,73,2520.0,23423.9192]
[4314][(21183.919,231.065),(3113041,290333),4306,E,74,2240.0,23423.9192]
[4322][(21463.919,231.065),(3113041,290613),4314,E,75,1960.0,23423.9192]
[4330][(21743.919,231.065),(3113041,290893),4322,E,76,1680.0,23423.9192]
[4338][(22023.919,231.065),(3113041,291173),4330,E,77,1400.0,23423.9192]
[4346][(22303.919,231.065),(3113041,291453),4338,E,78,1120.0,23423.9192]
[4354][(22583.919,231.065),(3113041,291733),4346,E,79,840.0,23423.9192]
[4362][(22863.919,231.065),(3113041,292013),4354,E,80,560.0,23423.9192]
[4370][(23143.919,231.065),(3113041,292293),4362,E,81,280.0,23423.9192]
[4378][(23423.919,231.065),(3113041,292573),4370,E,82,0.0,23423.9192]
