file:ejercicio1init:(3116901, 270583)goal:(3108651, 290383)strategy:DFSmaxdepth:108[0][(0.000,0.000),(3116901,270583),None,None,0,21450.0,1.0000]
[1][(550.000,78.198),(3117451,270583),0,N,1,21667.48716395143,0.5000]
[5][(1100.000,78.198),(3118001,270583),1,N,2,21896.63216113382,0.3333]
[9][(1650.000,78.198),(3118551,270583),5,N,3,22137.072977247917,0.2500]
[13][(2200.000,78.198),(3119101,270583),9,N,4,22388.445680752382,0.2000]
[17][(2750.000,78.198),(3119651,270583),13,N,5,22650.3863101714,0.1667]
[21][(3300.000,78.198),(3119651,271133),17,E,6,22171.20880782101,0.1429]
[23][(3850.000,78.198),(3120201,271133),21,N,7,22449.164795154407,0.1250]
[27][(4400.000,78.198),(3120751,271133),23,N,8,22737.029269453826,0.1111]
[30][(4950.000,78.198),(3121301,271133),27,N,9,23034.430750509116,0.1000]
[33][(5500.000,78.198),(3121301,271683),30,E,10,22576.81332695117,0.0909]
[35][(6050.000,78.198),(3121851,271683),33,N,11,22889.517251353293,0.0833]
[39][(6600.000,78.198),(3121851,272233),35,E,12,22442.426339413483,0.0769]
[41][(7150.000,78.198),(3122401,272233),39,N,13,22770.265698932897,0.0714]
[45][(7700.000,78.198),(3122401,272783),41,E,14,22334.33455467165,0.0667]
[47][(8250.000,78.198),(3122951,272783),45,N,15,22677.080940897133,0.0625]
[51][(8800.000,78.198),(3122951,273333),47,E,16,22252.9211565583,0.0588]
[53][(9350.000,78.198),(3122951,273883),51,E,17,21834.37656540713,0.0556]
[56][(9900.000,78.198),(3123501,273883),53,N,18,22198.47967767162,0.0526]
[60][(10450.000,78.198),(3123501,274433),56,E,19,21792.774031774843,0.0500]
[62][(11000.000,78.198),(3124051,274433),60,N,20,22171.20880782101,0.0476]
[66][(11550.000,78.198),(3124051,274983),62,E,21,21778.888860545663,0.0455]
[68][(12100.000,78.198),(3124051,275533),66,E,22,21393.515372654398,0.0435]
[71][(12650.000,78.198),(3124601,275533),68,N,23,21792.774031774843,0.0417]
[75][(13200.000,78.198),(3124601,276083),71,E,24,21421.77630356549,0.0400]
[77][(13750.000,78.198),(3124601,276633),75,E,25,21058.60869098431,0.0385]
[80][(14300.000,78.198),(3124051,276633),77,S,26,20645.156817035804,0.0370]
[83][(14850.000,78.198),(3124051,277183),80,E,27,20282.997806044354,0.0357]
[86][(15400.000,78.198),(3124051,277733),83,E,28,19929.438025192783,0.0345]
[89][(15950.000,78.198),(3124051,278283),86,E,29,19584.94319624134,0.0333]
[92][(16500.000,78.198),(3124051,278833),89,E,30,19250.0,0.0323]
[95][(17050.000,78.198),(3123501,278833),92,S,31,18812.894514135776,0.0312]
[98][(17600.000,78.198),(3123501,279383),95,E,32,18480.327378052585,0.0303]
[101][(18150.000,78.198),(3123501,279933),98,E,33,18158.331421141094,0.0294]
[104][(18700.000,78.198),(3123501,280483),101,E,34,17847.478813546746,0.0286]
[107][(19250.000,78.198),(3122951,280483),104,S,35,17392.527130926086,0.0278]
[110][(19800.000,78.198),(3122951,281033),107,E,36,17085.447023709974,0.0270]
[113][(20350.000,78.198),(3122951,281583),110,E,37,16790.771274721123,0.0263]
[116][(20900.000,78.198),(3122951,282133),113,E,38,16509.164121783997,0.0256]
[119][(21450.000,78.198),(3122401,282133),116,S,39,16035.117710824576,0.0250]
[122][(22000.000,78.198),(3122401,282683),119,E,40,15759.203660083844,0.0244]
[125][(22550.000,78.198),(3122401,283233),122,E,41,15497.903083965908,0.0238]
[128][(23100.000,78.198),(3122401,283783),125,E,42,15251.967086248253,0.0233]
[131][(23650.000,78.198),(3121851,283783),128,S,43,14758.048651498611,0.0227]
[134][(24200.000,78.198),(3121851,284333),131,E,44,14520.416660688494,0.0222]
[137][(24750.000,78.198),(3121851,284883),134,E,45,14300.0,0.0217]
[140][(25300.000,78.198),(3121851,285433),137,E,46,14097.606179773926,0.0213]
[143][(25850.000,78.198),(3121301,285433),140,S,47,13583.997938751316,0.0208]
[146][(26400.000,78.198),(3121301,285983),143,E,48,13393.375228074512,0.0204]
[149][(26950.000,78.198),(3121301,286533),146,E,49,13222.89680818844,0.0200]
[152][(27500.000,78.198),(3120751,286533),149,S,50,12697.736018676715,0.0196]
[155][(28050.000,78.198),(3120201,286533),152,S,51,12174.76899164826,0.0192]
[158][(28600.000,78.198),(3120201,287083),155,E,52,12012.181317312856,0.0189]
[161][(29150.000,78.198),(3119651,287083),158,S,53,11484.337159801606,0.0185]
[164][(29700.000,78.198),(3119101,287083),161,S,54,10958.672364844202,0.0182]
[167][(30250.000,78.198),(3119101,287633),164,E,55,10805.785487413676,0.0179]
[170][(30800.000,78.198),(3119101,288183),167,E,56,10679.068311421179,0.0175]
[173][(31350.000,78.198),(3118551,288183),170,S,57,10141.498903022177,0.0172]
[176][(31900.000,78.198),(3118551,288733),173,E,58,10036.558174992062,0.0169]
[179][(32450.000,78.198),(3118001,288733),176,S,59,9494.472075897638,0.0167]
[182][(33000.000,78.198),(3118001,289283),179,E,60,9414.483522743029,0.0164]
[185][(33550.000,78.198),(3118001,289833),182,E,61,9366.162501259521,0.0161]
[188][(34100.000,78.198),(3117451,289833),185,S,62,8817.170748034769,0.0159]
[191][(34650.000,78.198),(3117451,290383),188,E,63,8800.0,0.0156]
[194][(35200.000,78.198),(3116901,290383),191,S,64,8250.0,0.0154]
[197][(35750.000,78.198),(3116901,290933),194,E,65,8268.3130081051,0.0152]
[200][(36300.000,78.198),(3116901,291483),197,E,66,8323.010272731855,0.0149]
